Ask,BaseVolume,Bid,High,Last,Low,Market,OpenBuyOrders,OpenSellOrders,PrevDay,TimeStamp,Volume
0.00044397,76.95439381,0.00043744,0.000475,0.00044397,0.00040656,BTC-ANT,253.0,3674.0,0.00041101,2017-09-14T06:22:42.75,168619.07546739
0.00044397,76.95439381,0.00043752,0.000475,0.00044397,0.00040656,BTC-ANT,253.0,3674.0,0.00041101,2017-09-14T06:23:21.287,168619.07546739
0.00044397,76.93535405,0.00043758,0.000475,0.00044397,0.00040657,BTC-ANT,247.0,3673.0,0.00040656,2017-09-14T06:23:53.273,168564.92283252
0.00044397,76.93535405,0.00043764,0.000475,0.00044397,0.00040657,BTC-ANT,247.0,3673.0,0.00040656,2017-09-14T06:24:24.84,168564.92283252
0.00044397,76.93718235,0.00043769,0.000475,0.00044397,0.00040657,BTC-ANT,248.0,3673.0,0.00040656,2017-09-14T06:24:51.58,168569.04091665
0.00044397,76.94075296,0.00043776,0.000475,0.00044397,0.00040657,BTC-ANT,248.0,3673.0,0.00040656,2017-09-14T06:25:27.707,168577.08339564
0.00044397,76.94075296,0.00043782,0.000475,0.00044397,0.00040657,BTC-ANT,248.0,3673.0,0.00040656,2017-09-14T06:25:53.9,168577.08339564
0.00044397,76.94075296,0.00043787,0.000475,0.00044397,0.00040657,BTC-ANT,248.0,3673.0,0.00040656,2017-09-14T06:26:22.607,168577.08339564
0.00044397,76.94075296,0.00043793,0.000475,0.00044397,0.00040657,BTC-ANT,248.0,3673.0,0.00040656,2017-09-14T06:26:52.92,168577.08339564
0.00044397,76.94075296,0.00043801,0.000475,0.00044397,0.00040657,BTC-ANT,248.0,3673.0,0.00040656,2017-09-14T06:27:24.44,168577.08339564
0.00044398,76.98418754,0.00043868,0.000475,0.00044398,0.00040657,BTC-ANT,249.0,3672.0,0.00041501,2017-09-14T06:27:52.617,168673.73856292
0.00044398,76.98418754,0.00043871,0.000475,0.00044398,0.00040657,BTC-ANT,249.0,3672.0,0.00041501,2017-09-14T06:28:32.857,168673.73856292
0.00044398,76.98418754,0.00043873,0.000475,0.00044398,0.00040657,BTC-ANT,249.0,3672.0,0.00041501,2017-09-14T06:28:53.39,168673.73856292
0.00044398,76.98418754,0.00043868,0.000475,0.00044398,0.00040657,BTC-ANT,249.0,3672.0,0.00041501,2017-09-14T06:29:25.3,168673.73856292
0.00044398,76.98418754,0.00043868,0.000475,0.00044398,0.00040657,BTC-ANT,249.0,3672.0,0.00041501,2017-09-14T06:29:25.3,168673.73856292
0.00044397,76.88039459,0.00043868,0.000475,0.00043868,0.00040657,BTC-ANT,249.0,3673.0,0.00041442,2017-09-14T06:30:15.01,168422.14140639998
0.00044398,76.90577772,0.00043868,0.000475,0.00043868,0.00040657,BTC-ANT,248.0,3673.0,0.00041442,2017-09-14T06:30:42.997,168480.00393354
0.00044398,76.90577772,0.00043871,0.000475,0.00043868,0.00040657,BTC-ANT,248.0,3673.0,0.00041442,2017-09-14T06:31:17.813,168480.00393354
0.00044564,76.89163862,0.00043876,0.000475,0.00044564,0.00040657,BTC-ANT,251.0,3671.0,0.00041426,2017-09-14T06:31:37.957,168445.73413055
0.00044706,76.95066523,0.00043885,0.000475,0.00044857,0.00040657,BTC-ANT,253.0,3662.0,0.00041426,2017-09-14T06:32:06.193,168577.47087353
0.00044705,76.95066523,0.00043891,0.000475,0.00044857,0.00040657,BTC-ANT,253.0,3662.0,0.00041426,2017-09-14T06:32:35.213,168577.47087353
0.00044706,77.02013558,0.00043901,0.000475,0.00044706,0.00040657,BTC-ANT,267.0,3665.0,0.00041426,2017-09-14T06:33:15.687,168732.86676811
0.00044706,77.04004397,0.0004391,0.000475,0.00044706,0.00040657,BTC-ANT,268.0,3665.0,0.00041426,2017-09-14T06:33:46.253,168777.39858551
0.00044857,77.05389397,0.00044706,0.000475,0.00044706,0.00040657,BTC-ANT,270.0,3664.0,0.00041426,2017-09-14T06:33:54.69,168808.37878434
0.00044857,76.84109140000002,0.00044706,0.000475,0.00044857,0.00040657,BTC-ANT,267.0,3663.0,0.000414,2017-09-14T06:34:34.227,168293.12554062
0.00045713,77.73298306,0.00044706,0.000475,0.00045713,0.00040657,BTC-ANT,268.0,3588.0,0.000414,2017-09-14T06:35:13.187,170266.62699315
0.00045713,77.74226283,0.0004471,0.000475,0.00045335,0.00040657,BTC-ANT,252.0,3588.0,0.000414,2017-09-14T06:35:45.89,170287.09632602
0.00045713,77.74226283,0.00044713,0.000475,0.00045335,0.00040657,BTC-ANT,252.0,3588.0,0.000414,2017-09-14T06:36:10.13,170287.09632602
0.00045335,77.75223782,0.00044715,0.000475,0.00045713,0.00040657,BTC-ANT,229.0,3591.0,0.000414,2017-09-14T06:36:43.633,170308.91725223
0.00045335,77.75223782,0.00044711,0.000475,0.00045713,0.00040657,BTC-ANT,229.0,3591.0,0.000414,2017-09-14T06:37:15.823,170308.91725223
0.00045019,77.75223782,0.0004471,0.000475,0.00045713,0.00040657,BTC-ANT,229.0,3591.0,0.000414,2017-09-14T06:37:46.483,170308.91725223
0.00045019,77.75223782,0.0004471,0.000475,0.00045713,0.00040657,BTC-ANT,229.0,3591.0,0.000414,2017-09-14T06:37:46.483,170308.91725223
0.00045019,77.75223782,0.0004471,0.000475,0.00045713,0.00040657,BTC-ANT,229.0,3591.0,0.000414,2017-09-14T06:37:46.483,170308.91725223
0.00045019,77.75223782,0.0004471,0.000475,0.00045713,0.00040657,BTC-ANT,229.0,3591.0,0.000414,2017-09-14T06:37:46.483,170308.91725223
