Ask,BaseVolume,Bid,High,Last,Low,Market,OpenBuyOrders,OpenSellOrders,PrevDay,TimeStamp,Volume
0.00055018,70.39908945,0.00054137,0.0005526,0.00055034,0.00052003,BTC-BNT,206.0,3270.0,0.00053773,2017-09-14T06:22:48.5,131360.02648307
0.00055013,70.39908945,0.00054145,0.0005526,0.00055034,0.00052003,BTC-BNT,206.0,3270.0,0.00053773,2017-09-14T06:23:23.253,131360.02648307
0.00055013,70.39908945,0.00054201,0.0005526,0.00055034,0.00052003,BTC-BNT,206.0,3270.0,0.00053773,2017-09-14T06:23:55.29,131360.02648307
0.00055018,70.39908945,0.00054301,0.0005526,0.00055034,0.00052003,BTC-BNT,206.0,3270.0,0.00053773,2017-09-14T06:24:25.183,131360.02648307
0.00055014,70.39908945,0.00054305,0.0005526,0.00055034,0.00052003,BTC-BNT,206.0,3270.0,0.00053773,2017-09-14T06:24:52.063,131360.02648307
0.00055007,70.39908945,0.00054308,0.0005526,0.00055034,0.00052003,BTC-BNT,206.0,3270.0,0.00053773,2017-09-14T06:25:22.207,131360.02648307
0.00054998,70.39908945,0.00054067,0.0005526,0.00055034,0.00052003,BTC-BNT,206.0,3270.0,0.00053773,2017-09-14T06:25:55.697,131360.02648307
0.00054999,70.39908945,0.00054072,0.0005526,0.00055034,0.00052003,BTC-BNT,206.0,3270.0,0.00053773,2017-09-14T06:26:22.887,131360.02648307
0.00054997,70.16447864,0.00054151,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:26:54,130918.44301622
0.00054994,70.16447864,0.00054159,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:27:25.833,130918.44301622
0.00054997,70.16447864,0.00054167,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:27:59.18,130918.44301622
0.00054991,70.16447864,0.00054173,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:28:34.543,130918.44301622
0.00054988,70.16447864,0.00054176,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:28:55.263,130918.44301622
0.00054993,70.16447864,0.0005417999999999999,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:29:26.22,130918.44301622
0.0005499,70.16447864,0.00054184,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:29:45.723,130918.44301622
0.0005499,70.16447864,0.00054191,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:30:25.167,130918.44301622
0.0005499,70.16447864,0.00054196,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:30:49.123,130918.44301622
0.00054989,70.16447864,0.000542,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:31:14.157,130918.44301622
0.00054989,70.16447864,0.00054204,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:31:39.94,130918.44301622
0.00054989,70.16447864,0.00054209,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:32:05.49,130918.44301622
0.00054989,70.16447864,0.00054212,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:32:34.15,130918.44301622
0.00054989,70.16447864,0.00054221,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:33:22.483,130918.44301622
0.00054989,70.16447864,0.00054225,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:33:41.3,130918.44301622
0.00054989,70.16447864,0.00054303,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:33:50.753,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,70.16447864,0.00054304,0.0005526,0.00054997,0.00052003,BTC-BNT,210.0,3272.0,0.00053425,2017-09-14T06:34:33.21,130918.44301622
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054989,69.71037028,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,206.0,3277.0,0.000542,2017-09-14T06:39:21.887,130077.34128760002
0.00054988,69.61814571,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,209.0,3276.0,0.000541,2017-09-14T06:46:20.07,129906.28794709
0.00054989,70.01267744,0.00054304,0.0005526,0.00054989,0.00052003,BTC-BNT,208.0,3276.0,0.000541,2017-09-14T06:46:52.387,130623.76892471
0.0005499,70.61565196,0.00054304,0.0005526,0.0005499,0.00052003,BTC-BNT,210.0,3275.0,0.000541,2017-09-14T06:47:06.03,131720.29438164
0.0005499,70.61565196,0.00054305,0.0005526,0.0005499,0.00052003,BTC-BNT,210.0,3275.0,0.000541,2017-09-14T06:47:53.533,131720.29438164
0.00054996,70.78399998,0.0005499,0.0005526,0.0005499,0.00052003,BTC-BNT,213.0,3274.0,0.000541,2017-09-14T06:48:14.13,132026.43738713
0.00054996,70.78399998,0.0005499,0.0005526,0.0005499,0.00052003,BTC-BNT,213.0,3274.0,0.000541,2017-09-14T06:48:14.13,132026.43738713
0.00054996,70.78695904,0.0005499,0.0005526,0.0005499,0.00052003,BTC-BNT,212.0,3276.0,0.000541,2017-09-14T06:49:28.167,132031.81847513
0.00054996,70.78695904,0.0005499,0.0005526,0.0005499,0.00052003,BTC-BNT,212.0,3276.0,0.000541,2017-09-14T06:49:28.167,132031.81847513
0.00054997,70.78695904,0.0005499,0.0005526,0.0005499,0.00052003,BTC-BNT,212.0,3276.0,0.000541,2017-09-14T06:50:08.873,132031.81847513
