Ask,BaseVolume,Bid,High,Last,Low,Market,OpenBuyOrders,OpenSellOrders,PrevDay,TimeStamp,Volume
0.00499837,60.48243346,0.00488631,0.0052121,0.00488626,0.004451,BTC-BLOCK,432.0,1127.0,0.00521418,2017-09-14T06:22:43.763,13022.91655316
0.00499828,60.48243346,0.00488369,0.0052121,0.00488626,0.004451,BTC-BLOCK,432.0,1127.0,0.00521418,2017-09-14T06:23:23.957,13022.91655316
0.00499818,60.48243346,0.00488369,0.0052121,0.00488626,0.004451,BTC-BLOCK,432.0,1127.0,0.00521418,2017-09-14T06:23:55.947,13022.91655316
0.00499808,60.47445772,0.0048837,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:24:27.137,13021.35985198
0.004998,60.47445772,0.00488375,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:24:58.767,13021.35985198
0.00499792,60.47445772,0.00488379,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:25:26.55,13021.35985198
0.00499782,60.47445772,0.00488383,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:25:57.493,13021.35985198
0.00499774,60.47445772,0.00488383,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:26:23.45,13021.35985198
0.00499765,60.47445772,0.00488383,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:26:55.28,13021.35985198
0.00499757,60.47445772,0.00488383,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:27:24.27,13021.35985198
0.00499746,60.47445772,0.00488383,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:27:59.913,13021.35985198
0.00499738,60.47445772,0.00488383,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:28:32.45,13021.35985198
0.0049973,60.47445772,0.00488383,0.00521096,0.00488369,0.004451,BTC-BLOCK,431.0,1126.0,0.00505462,2017-09-14T06:29:01.14,13021.35985198
